ixbr|4776059|880710|0.8443086503974265|0.15569134960257347|1480563|125478|0.9218712349186602|0.07812876508133977|5656769|1606041
decix|12161082|3306367|0.7862370840854235|0.21376291591457647|1729065|449311|0.7937403827438422|0.2062596172561578|15467449|2178376
linx|5633005|1038637|0.8443206335112106|0.1556793664887894|1178059|181191|0.8666978112929925|0.13330218870700755|6671642|1359250
amsix|4763414|686061|0.8741051202180027|0.12589487978199734|910169|108322|0.893644617380026|0.10635538261997406|5449475|1018491
decixmad|1803987|330295|0.8452430372368788|0.1547569627631213|703761|107735|0.8672390252077644|0.1327609747922356|2134282|811496
decixnyc|2352068|677431|0.7763884391445582|0.2236115608554418|967220|204257|0.8256414765292021|0.17435852347079797|3029499|1171477
bcix|1696570|36562|0.978904088090232|0.02109591190976798|829309|7281|0.9912968120584755|0.008703187941524523|1733132|836590
netnodstocb|4839123|315635|0.9387682215149576|0.06123177848504236|933329|92530|0.9098024192408508|0.09019758075914916|5154758|1025859
