ixbr|1189743|2856471|0.2940385753200399|0.70596142467996|381622|910497|0.2953458621071279|0.7046541378928721|4046214|1292119
decix|3529380|7656504|0.31552088328468275|0.6844791167153172|529384|1006975|0.34457050728377936|0.6554294927162206|11185884|1536359
linx|823323|3944041|0.17269983999543564|0.8273001600045644|153478|854704|0.1522324342231859|0.8477675657768141|4767364|1008182
amsix|786396|3793495|0.17170626986537452|0.8282937301346255|187299|712523|0.2081511676753847|0.7918488323246153|4579891|899822
decixmad|451688|1331732|0.2532706821724552|0.7467293178275448|187788|512462|0.2681727954302035|0.7318272045697966|1783420|700250
decixnyc|715304|1615904|0.30683834303931695|0.693161656960683|249460|712209|0.2594031834238184|0.7405968165761816|2331208|961669
bcix|0|1540158|0.0|1.0|0|749455|0.0|1.0|1540158|749455
netnodstocb|144133|4609359|0.030321498384766398|0.9696785016152336|48186|840180|0.0542411573608175|0.9457588426391825|4753492|888366
